module_short_name,module_code,type,label,description
Â Â Approving,Â Â Pending,SKILL,S4,To develop ethical awareness
Â Â Approving,Â Â Pending,SKILL,S5,"To develop an awareness of sustainability, inclusivity and global citizenship"
Â Â Approving,Â Â Pending,SKILL,S6,To develop digital fluency and use a range of digital tools.
Â Â Approving,Â Â Pending,LO,LO3,To develop key employability and enterprising skills and an awareness and understanding of innovation in the life sciences
Â Â Approving,Â Â Pending,SKILL,S1,To evaluate and evidence own and othersâ performance using reflective practice.
Â Â Approving,Â Â Pending,SKILL,S2,"To actively and constructively participate in groups, demonstrating leadership skills where appropriate"
Â Â Approving,Â Â Pending,SKILL,S3,To analyse information and situations critically and apply creative thinking to solve problems.
Â Â Approving,Â Â Pending,SKILL,S4,To develop ethical awareness
Â Â Approving,Â Â Pending,SKILL,S5,"To develop an awareness of sustainability, inclusivity and global citizenship"
Â Â Approving,Â Â Pending,SKILL,S6,To develop digital fluency and use a range of digital tools.
"Prac Skill Micro, Infec & Disease",BIOS206,LO,LO1,"Apply a range of practical techniques for the identification, quantification, and isolation of a range of microorganisms."
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S1,Creativity
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S2,Critical thinking
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S3,Problem solving
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S4,Team working
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S5,Independent learning
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S6,Time management
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S7,Aseptic technique and safe handling of biological agents
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S8,Ethical awareness
"Prac Skill Micro, Infec & Disease",BIOS206,LO,LO2,Demonstrate knowledge of microbiological techniques through their application to clinical and environmental challenges.
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S1,Creativity
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S2,Critical thinking
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S3,Problem solving
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S4,Team working
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S5,Independent learning
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S6,Time management
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S7,Aseptic technique and safe handling of biological agents
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S8,Ethical awareness
"Prac Skill Micro, Infec & Disease",BIOS206,LO,LO3,"Develop team-working and individual skills, learn to manage time effectively and use laboratory equipment correctly and safely to generate data."
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S1,Creativity
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S2,Critical thinking
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S3,Problem solving
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S4,Team working
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S5,Independent learning
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S6,Time management
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S7,Aseptic technique and safe handling of biological agents
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S8,Ethical awareness
"Prac Skill Micro, Infec & Disease",BIOS206,LO,LO4,Record and critically assess data generated during experiments in an accurate and timely manner.
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S1,Creativity
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S2,Critical thinking
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S3,Problem solving
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S4,Team working
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S5,Independent learning
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S6,Time management
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S7,Aseptic technique and safe handling of biological agents
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S8,Ethical awareness
"Prac Skill Micro, Infec & Disease",BIOS206,LO,LO5,"Plan, design and execute a series of experiments."
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S1,Creativity
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S2,Critical thinking
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S3,Problem solving
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S4,Team working
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S5,Independent learning
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S6,Time management
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S7,Aseptic technique and safe handling of biological agents
"Prac Skill Micro, Infec & Disease",BIOS206,SKILL,S8,Ethical awareness
Animal Behaviour,BIOS207,LO,LO1,Apply fundamental evolutionary principles to explain a wide range of animal behaviours.
Animal Behaviour,BIOS207,SKILL,S1,Critical analysis
Animal Behaviour,BIOS207,SKILL,S2,Comprehend and use data effectively
Animal Behaviour,BIOS207,SKILL,S3,Information retrieval and review
Animal Behaviour,BIOS207,LO,LO2,Analyse and interpret examples of behavioural data.
Animal Behaviour,BIOS207,SKILL,S1,Critical analysis
Animal Behaviour,BIOS207,SKILL,S2,Comprehend and use data effectively
Animal Behaviour,BIOS207,SKILL,S3,Information retrieval and review
Animal Behaviour,BIOS207,LO,LO3,Apply the principles of behavioural ecology to understand human behaviour.
Animal Behaviour,BIOS207,SKILL,S1,Critical analysis
Animal Behaviour,BIOS207,SKILL,S2,Comprehend and use data effectively
Animal Behaviour,BIOS207,SKILL,S3,Information retrieval and review
Animal Behaviour,BIOS207,LO,LO4,Apply knowledge and critical understanding of the principles of behavioural ecology to solve problems.
Animal Behaviour,BIOS207,SKILL,S1,Critical analysis
Animal Behaviour,BIOS207,SKILL,S2,Comprehend and use data effectively
Animal Behaviour,BIOS207,SKILL,S3,Information retrieval and review
Prac Skills Evol Ecol & Beh,BIOS208,LO,LO1,"Plan and execute a series of experiments employing techniques used in studying animals, use laboratory and field equipment correctly to generate data."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S1,"Numeracy (application of) manipulation of numbers, general mathematical awareness and its application in practical contexts, eg measuring, weighing, estimating, and applying formulae."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S2,"Problem solving, critical thinking, and creativity: analysing facts and situations and applying creative thinking to develop appropriate solutions."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S3,"Team (group) working respecting others, co-operating, negotiating / persuading, awareness of interdependence with others."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S4,"Ethics, consider ethical implication of all worked carried out and consider the benefits of using secondary data which avoids the unnecessary use of animal models."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S5,Consider how the work you are doing relates to the appropriate SDGs
Prac Skills Evol Ecol & Beh,BIOS208,LO,LO2,"Select appropriate analyses, interrogate and report data and interpret results."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S1,"Numeracy (application of) manipulation of numbers, general mathematical awareness and its application in practical contexts, eg measuring, weighing, estimating, and applying formulae."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S2,"Problem solving, critical thinking, and creativity: analysing facts and situations and applying creative thinking to develop appropriate solutions."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S3,"Team (group) working respecting others, co-operating, negotiating / persuading, awareness of interdependence with others."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S4,"Ethics, consider ethical implication of all worked carried out and consider the benefits of using secondary data which avoids the unnecessary use of animal models."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S5,Consider how the work you are doing relates to the appropriate SDGs
Prac Skills Evol Ecol & Beh,BIOS208,LO,LO3,"Present, critically evaluate, and interpret qualitative and quantitative biotic and abiotic data"
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S1,"Numeracy (application of) manipulation of numbers, general mathematical awareness and its application in practical contexts, eg measuring, weighing, estimating, and applying formulae."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S2,"Problem solving, critical thinking, and creativity: analysing facts and situations and applying creative thinking to develop appropriate solutions."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S3,"Team (group) working respecting others, co-operating, negotiating / persuading, awareness of interdependence with others."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S4,"Ethics, consider ethical implication of all worked carried out and consider the benefits of using secondary data which avoids the unnecessary use of animal models."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S5,Consider how the work you are doing relates to the appropriate SDGs
Prac Skills Evol Ecol & Beh,BIOS208,LO,LO4,"Work safely, ethically, and sustainably in the field and laboratory, and record and recall procedures and protocols."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S1,"Numeracy (application of) manipulation of numbers, general mathematical awareness and its application in practical contexts, eg measuring, weighing, estimating, and applying formulae."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S2,"Problem solving, critical thinking, and creativity: analysing facts and situations and applying creative thinking to develop appropriate solutions."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S3,"Team (group) working respecting others, co-operating, negotiating / persuading, awareness of interdependence with others."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S4,"Ethics, consider ethical implication of all worked carried out and consider the benefits of using secondary data which avoids the unnecessary use of animal models."
Prac Skills Evol Ecol & Beh,BIOS208,SKILL,S5,Consider how the work you are doing relates to the appropriate SDGs
Cell Basis Health & Disease,BIOS209,LO,LO1,Review the fundamental features of a range of important cell signalling mechanisms.
Cell Basis Health & Disease,BIOS209,SKILL,S1,Written communication
Cell Basis Health & Disease,BIOS209,SKILL,S2,Critical thinking
Cell Basis Health & Disease,BIOS209,SKILL,S3,Problem solving
Cell Basis Health & Disease,BIOS209,SKILL,S4,Biological interpretation
Cell Basis Health & Disease,BIOS209,LO,LO2,Assess the nature and role of the different molecular components of intracellular signalling pathways.
Cell Basis Health & Disease,BIOS209,SKILL,S1,Written communication
Cell Basis Health & Disease,BIOS209,SKILL,S2,Critical thinking
Cell Basis Health & Disease,BIOS209,SKILL,S3,Problem solving
Cell Basis Health & Disease,BIOS209,SKILL,S4,Biological interpretation
Cell Basis Health & Disease,BIOS209,LO,LO3,"Explain how cell signalling processes may be defective, or modified, in a variety of different diseases."
Cell Basis Health & Disease,BIOS209,SKILL,S1,Written communication
Cell Basis Health & Disease,BIOS209,SKILL,S2,Critical thinking
Cell Basis Health & Disease,BIOS209,SKILL,S3,Problem solving
Cell Basis Health & Disease,BIOS209,SKILL,S4,Biological interpretation
Cell Basis Health & Disease,BIOS209,LO,LO4,Analyse experimental data relating to the study of cell signalling.
Cell Basis Health & Disease,BIOS209,SKILL,S1,Written communication
Cell Basis Health & Disease,BIOS209,SKILL,S2,Critical thinking
Cell Basis Health & Disease,BIOS209,SKILL,S3,Problem solving
Cell Basis Health & Disease,BIOS209,SKILL,S4,Biological interpretation
Cell Basis Health & Disease,BIOS209,LO,LO5,Assess the way modern therapeutics target defective signalling pathways to treat disease.
Cell Basis Health & Disease,BIOS209,SKILL,S1,Written communication
Cell Basis Health & Disease,BIOS209,SKILL,S2,Critical thinking
Cell Basis Health & Disease,BIOS209,SKILL,S3,Problem solving
Cell Basis Health & Disease,BIOS209,SKILL,S4,Biological interpretation
Human Musculoskeletal Anatomy,BIOS210,LO,LO1,Describe and identify the arrangement of the musculo-ligamentous and bony structures in the limbs and back.
Human Musculoskeletal Anatomy,BIOS210,SKILL,S1,Show awareness of ethical and legal constraints of working with human material
Human Musculoskeletal Anatomy,BIOS210,SKILL,S2,Problem solving
Human Musculoskeletal Anatomy,BIOS210,SKILL,S3,Effectively communicate scientific knowledge confidently to a specified audience using appropriate terminology
Human Musculoskeletal Anatomy,BIOS210,LO,LO2,Explain how muscles function during various every-day activities.
Human Musculoskeletal Anatomy,BIOS210,SKILL,S1,Show awareness of ethical and legal constraints of working with human material
Human Musculoskeletal Anatomy,BIOS210,SKILL,S2,Problem solving
Human Musculoskeletal Anatomy,BIOS210,SKILL,S3,Effectively communicate scientific knowledge confidently to a specified audience using appropriate terminology
Human Musculoskeletal Anatomy,BIOS210,LO,LO3,Explain the relationship between joint shape and joint function.
Human Musculoskeletal Anatomy,BIOS210,SKILL,S1,Show awareness of ethical and legal constraints of working with human material
Human Musculoskeletal Anatomy,BIOS210,SKILL,S2,Problem solving
Human Musculoskeletal Anatomy,BIOS210,SKILL,S3,Effectively communicate scientific knowledge confidently to a specified audience using appropriate terminology
Human Musculoskeletal Anatomy,BIOS210,LO,LO4,Describe and identify the biomechanics of the human musculoskeletal system.
Human Musculoskeletal Anatomy,BIOS210,SKILL,S1,Show awareness of ethical and legal constraints of working with human material
Human Musculoskeletal Anatomy,BIOS210,SKILL,S2,Problem solving
Human Musculoskeletal Anatomy,BIOS210,SKILL,S3,Effectively communicate scientific knowledge confidently to a specified audience using appropriate terminology
Human Musculoskeletal Anatomy,BIOS210,LO,LO5,Independently apply biomechanical principles to human anatomy and apply this knowledge to solve problems.
Human Musculoskeletal Anatomy,BIOS210,SKILL,S1,Show awareness of ethical and legal constraints of working with human material
Human Musculoskeletal Anatomy,BIOS210,SKILL,S2,Problem solving
Human Musculoskeletal Anatomy,BIOS210,SKILL,S3,Effectively communicate scientific knowledge confidently to a specified audience using appropriate terminology
"Parasites, Pathogens and Hosts",BIOS211,LO,LO1,"Understand the diversity and biology or parasites and pathogens, their interactions with hosts, and host responses."
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S1,Written and oral communication
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S2,Digital skills
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S3,Information retrieval and review
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S4,Critical thinking and problem solving
"Parasites, Pathogens and Hosts",BIOS211,LO,LO2,Critically discuss and evaluate the importance of parasite and pathogens in the biology of host populations and its relevance to controlling infection in people and livestock.
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S1,Written and oral communication
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S2,Digital skills
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S3,Information retrieval and review
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S4,Critical thinking and problem solving
"Parasites, Pathogens and Hosts",BIOS211,LO,LO3,To integrate multiple aspects of infection biology and apply this to real-world settings.
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S1,Written and oral communication
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S2,Digital skills
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S3,Information retrieval and review
"Parasites, Pathogens and Hosts",BIOS211,SKILL,S4,Critical thinking and problem solving
Metabolism,BIOS212,LO,LO1,Explain the purpose of the key metabolic pathways in animals.
Metabolism,BIOS212,SKILL,S1,Written communication
Metabolism,BIOS212,SKILL,S2,Comprehend and use data effectively
Metabolism,BIOS212,SKILL,S3,Problem solving
Metabolism,BIOS212,LO,LO2,Explain the purpose of the key metabolic pathways in plants.
Metabolism,BIOS212,SKILL,S1,Written communication
Metabolism,BIOS212,SKILL,S2,Comprehend and use data effectively
Metabolism,BIOS212,SKILL,S3,Problem solving
Metabolism,BIOS212,LO,LO3,Apply the principles of metabolism and regulation to medicine and biotechnology.
Metabolism,BIOS212,SKILL,S1,Written communication
Metabolism,BIOS212,SKILL,S2,Comprehend and use data effectively
Metabolism,BIOS212,SKILL,S3,Problem solving
Human Systems Anatomy,BIOS213,LO,LO1,Explain the embryology and development of key structures in major body systems.
Human Systems Anatomy,BIOS213,SKILL,S1,Demonstrate ethical awareness and professional behaviour (HTA governance)
Human Systems Anatomy,BIOS213,SKILL,S2,Demonstrate skilled handling of human cadaveric material
Human Systems Anatomy,BIOS213,LO,LO2,Explain the gross and functional anatomy of the major body systems and how they are integrated.
Human Systems Anatomy,BIOS213,SKILL,S1,Demonstrate ethical awareness and professional behaviour (HTA governance)
Human Systems Anatomy,BIOS213,SKILL,S2,Demonstrate skilled handling of human cadaveric material
Human Systems Anatomy,BIOS213,LO,LO3,"Interpret anatomy using a variety of methods, including cadaveric examination, histology and medical imaging."
Human Systems Anatomy,BIOS213,SKILL,S1,Demonstrate ethical awareness and professional behaviour (HTA governance)
Human Systems Anatomy,BIOS213,SKILL,S2,Demonstrate skilled handling of human cadaveric material
Cellular and Systems Physiology,BIOS214,LO,LO1,Analyse the interdependency of organelles in maintaining cellular homeostasis.
Cellular and Systems Physiology,BIOS214,SKILL,S1,Written communication
Cellular and Systems Physiology,BIOS214,SKILL,S2,Digital skills
Cellular and Systems Physiology,BIOS214,SKILL,S3,Information retrieval and review
Cellular and Systems Physiology,BIOS214,SKILL,S4,Critical thinking and problem solving
Cellular and Systems Physiology,BIOS214,LO,LO2,Describe physiological mechanisms required for maintaining complex internal environments.
Cellular and Systems Physiology,BIOS214,SKILL,S1,Written communication
Cellular and Systems Physiology,BIOS214,SKILL,S2,Digital skills
Cellular and Systems Physiology,BIOS214,SKILL,S3,Information retrieval and review
Cellular and Systems Physiology,BIOS214,SKILL,S4,Critical thinking and problem solving
Cellular and Systems Physiology,BIOS214,LO,LO3,"Analyse, evaluate and discuss the methods for studying cellular and systems physiology in the modern world."
Cellular and Systems Physiology,BIOS214,SKILL,S1,Written communication
Cellular and Systems Physiology,BIOS214,SKILL,S2,Digital skills
Cellular and Systems Physiology,BIOS214,SKILL,S3,Information retrieval and review
Cellular and Systems Physiology,BIOS214,SKILL,S4,Critical thinking and problem solving
Chemistry for Life Sciences,BIOS215,LO,LO1,"To assess and explain the contribution of physical and chemical principles to the structure, properties and reactivity of biological macromolecules and small metabolites."
Chemistry for Life Sciences,BIOS215,SKILL,S1,Think critically
Chemistry for Life Sciences,BIOS215,SKILL,S2,Problem solving
Chemistry for Life Sciences,BIOS215,SKILL,S3,Biological interpretation
Chemistry for Life Sciences,BIOS215,LO,LO2,"To be proficient in calculations involving basic thermodynamic and kinetic parameters, acids, bases and buffers."
Chemistry for Life Sciences,BIOS215,SKILL,S1,Think critically
Chemistry for Life Sciences,BIOS215,SKILL,S2,Problem solving
Chemistry for Life Sciences,BIOS215,SKILL,S3,Biological interpretation
Chemistry for Life Sciences,BIOS215,LO,LO3,To understand the applications of spectroscopy to the analysis of the properties of biological molecules.
Chemistry for Life Sciences,BIOS215,SKILL,S1,Think critically
Chemistry for Life Sciences,BIOS215,SKILL,S2,Problem solving
Chemistry for Life Sciences,BIOS215,SKILL,S3,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO1,Discuss the basic concepts and theories relevant to drug design and appraise the critical issues determining success of drug discovery and development.
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO2,Justify the choice of different target identification methods.
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO3,Critically discuss the relevance of basic pharmacokinetic principles to achieving a good response to therapy and critically analyse pharmacokinetic data.
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO4,"Appraise the principles of drug disposition and drug response, particularly in relation to why subjects differ in their response to drugs."
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO5,Justify clinical trial design choices.
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO6,Appraise quality of evidence presented to regulatory authorities and cost-benefits of drugs.
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Mol Micro & Ther,BIOS218,LO,LO1,Describe the different infection life cycles of microbial agents of prokaryotes and eukaryotes.
Mol Micro & Ther,BIOS218,SKILL,S1,Students will develop independent learning and self-evaluation skills.
Mol Micro & Ther,BIOS218,SKILL,S2,"Students will develop skills in reading, evaluating, and interpreting the scientific literature."
Mol Micro & Ther,BIOS218,LO,LO2,Explain the role of key microbial virulence factors in the pathogenesis of infectious disease.
Mol Micro & Ther,BIOS218,SKILL,S1,Students will develop independent learning and self-evaluation skills.
Mol Micro & Ther,BIOS218,SKILL,S2,"Students will develop skills in reading, evaluating, and interpreting the scientific literature."
Mol Micro & Ther,BIOS218,LO,LO3,Examine the use of therapeutic tools to treat microbial infections.
Mol Micro & Ther,BIOS218,SKILL,S1,Students will develop independent learning and self-evaluation skills.
Mol Micro & Ther,BIOS218,SKILL,S2,"Students will develop skills in reading, evaluating, and interpreting the scientific literature."
Mol Micro & Ther,BIOS218,LO,LO4,"Appraise the principles of molecular microbiology, and apply this to solve problems."
Mol Micro & Ther,BIOS218,SKILL,S1,Students will develop independent learning and self-evaluation skills.
Mol Micro & Ther,BIOS218,SKILL,S2,"Students will develop skills in reading, evaluating, and interpreting the scientific literature."
"Animal Anat, Phys & Husbandry",BIOS220,LO,LO1,"Describe structure and function of major body systems â including digestive, reproductive, locomotor and cardiovascular/respiratory."
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S1,Ethical awareness
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S2,Independent learning
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S3,Problem solving and evidence-based reasoning
"Animal Anat, Phys & Husbandry",BIOS220,LO,LO2,Apply knowledge of anatomy to discuss species specific differences which may affect health and performance.
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S1,Ethical awareness
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S2,Independent learning
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S3,Problem solving and evidence-based reasoning
"Animal Anat, Phys & Husbandry",BIOS220,LO,LO3,Describe and evaluate appropriate animal husbandry practices for a range of species.
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S1,Ethical awareness
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S2,Independent learning
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S3,Problem solving and evidence-based reasoning
"Animal Anat, Phys & Husbandry",BIOS220,LO,LO4,"Explain how husbandry practices may impact on productivity, behaviour and welfare of a range of species."
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S1,Ethical awareness
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S2,Independent learning
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S3,Problem solving and evidence-based reasoning
Animal Ecophysiology,BIOS222,LO,LO1,"Analyseâ¯relationships between animal lifestyle, increasing complexity of bodily organisation, and ability to maintain homeostasis."
Animal Ecophysiology,BIOS222,SKILL,S1,Written and oral communication
Animal Ecophysiology,BIOS222,SKILL,S2,Digital skills
Animal Ecophysiology,BIOS222,SKILL,S3,Information retrieval and review
Animal Ecophysiology,BIOS222,SKILL,S4,Critical thinking and problem solving
Animal Ecophysiology,BIOS222,LO,LO2,Evaluate integrative physiological mechanisms enabling animals to survive in potentially hostile environmental conditions.
Animal Ecophysiology,BIOS222,SKILL,S1,Written and oral communication
Animal Ecophysiology,BIOS222,SKILL,S2,Digital skills
Animal Ecophysiology,BIOS222,SKILL,S3,Information retrieval and review
Animal Ecophysiology,BIOS222,SKILL,S4,Critical thinking and problem solving
Animal Ecophysiology,BIOS222,LO,LO3,"Critically discuss major transitions in the evolution of animals, e.g. air-breathing, terrestriality, or endothermy."
Animal Ecophysiology,BIOS222,SKILL,S1,Written and oral communication
Animal Ecophysiology,BIOS222,SKILL,S2,Digital skills
Animal Ecophysiology,BIOS222,SKILL,S3,Information retrieval and review
Animal Ecophysiology,BIOS222,SKILL,S4,Critical thinking and problem solving
Animal Ecophysiology,BIOS222,LO,LO4,Evaluate and interpret data to solve problems and predict outcomes related to survival of species
Animal Ecophysiology,BIOS222,SKILL,S1,Written and oral communication
Animal Ecophysiology,BIOS222,SKILL,S2,Digital skills
Animal Ecophysiology,BIOS222,SKILL,S3,Information retrieval and review
Animal Ecophysiology,BIOS222,SKILL,S4,Critical thinking and problem solving
Research Project,BIOS301,LO,LO1,"To plan and execute a piece of scientific research, in a responsible, safe and ethical manner."
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
Research Project,BIOS301,SKILL,S3,Time management and organisational skills
Research Project,BIOS301,SKILL,S4,Problem solving and reasoning skills
Research Project,BIOS301,SKILL,S5,Ethical awareness
Research Project,BIOS301,SKILL,S6,Communication
Research Project,BIOS301,SKILL,S7,Critical thinking and problem solving - Critical analysis
Research Project,BIOS301,SKILL,S8,Comprehend and use data effectively
Research Project,BIOS301,SKILL,S9,Evidence based reasoning
Research Project,BIOS301,SKILL,S10,Independent-learning
Research Project,BIOS301,LO,LO2,"To analyse and critically evaluate data, information, literature and/or observations, and draw valid conclusions."
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
Research Project,BIOS301,SKILL,S3,Time management and organisational skills
Research Project,BIOS301,SKILL,S4,Problem solving and reasoning skills
Research Project,BIOS301,SKILL,S5,Ethical awareness
Research Project,BIOS301,SKILL,S6,Communication
Research Project,BIOS301,SKILL,S7,Critical thinking and problem solving - Critical analysis
Research Project,BIOS301,SKILL,S8,Comprehend and use data effectively
Research Project,BIOS301,SKILL,S9,Evidence based reasoning
Research Project,BIOS301,SKILL,S10,Independent-learning
Research Project,BIOS301,LO,LO3,"To appropriately communicate findings, in a variety of formats (oral, written reports) to supervisor, research staff and peers."
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
Research Project,BIOS301,SKILL,S3,Time management and organisational skills
Research Project,BIOS301,SKILL,S4,Problem solving and reasoning skills
Research Project,BIOS301,SKILL,S5,Ethical awareness
Research Project,BIOS301,SKILL,S6,Communication
Research Project,BIOS301,SKILL,S7,Critical thinking and problem solving - Critical analysis
Research Project,BIOS301,SKILL,S8,Comprehend and use data effectively
Research Project,BIOS301,SKILL,S9,Evidence based reasoning
Research Project,BIOS301,SKILL,S10,Independent-learning
Research Project,BIOS301,LO,LO4,To maintain a clear and accurate record of work and progress.
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
Research Project,BIOS301,SKILL,S3,Time management and organisational skills
Research Project,BIOS301,SKILL,S4,Problem solving and reasoning skills
Research Project,BIOS301,SKILL,S5,Ethical awareness
Research Project,BIOS301,SKILL,S6,Communication
Research Project,BIOS301,SKILL,S7,Critical thinking and problem solving - Critical analysis
Research Project,BIOS301,SKILL,S8,Comprehend and use data effectively
Research Project,BIOS301,SKILL,S9,Evidence based reasoning
Research Project,BIOS301,SKILL,S10,Independent-learning
Research Project,BIOS301,LO,LO5,To evaluate and report upon relevant scientific literature.
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
