module_short_name,module_code,type,label,description
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO2,Justify the choice of different target identification methods.
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO3,Critically discuss the relevance of basic pharmacokinetic principles to achieving a good response to therapy and critically analyse pharmacokinetic data.
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO4,"Appraise the principles of drug disposition and drug response, particularly in relation to why subjects differ in their response to drugs."
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO5,Justify clinical trial design choices.
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Drug Discovery and Development,BIOS216,LO,LO6,Appraise quality of evidence presented to regulatory authorities and cost-benefits of drugs.
Drug Discovery and Development,BIOS216,SKILL,S1,Written communication
Drug Discovery and Development,BIOS216,SKILL,S2,Critical thinking
Drug Discovery and Development,BIOS216,SKILL,S3,Problem solving
Drug Discovery and Development,BIOS216,SKILL,S4,Biological interpretation
Mol Micro & Ther,BIOS218,LO,LO1,Describe the different infection life cycles of microbial agents of prokaryotes and eukaryotes.
Mol Micro & Ther,BIOS218,SKILL,S1,Students will develop independent learning and self-evaluation skills.
Mol Micro & Ther,BIOS218,SKILL,S2,"Students will develop skills in reading, evaluating, and interpreting the scientific literature."
Mol Micro & Ther,BIOS218,LO,LO2,Explain the role of key microbial virulence factors in the pathogenesis of infectious disease.
Mol Micro & Ther,BIOS218,SKILL,S1,Students will develop independent learning and self-evaluation skills.
Mol Micro & Ther,BIOS218,SKILL,S2,"Students will develop skills in reading, evaluating, and interpreting the scientific literature."
Mol Micro & Ther,BIOS218,LO,LO3,Examine the use of therapeutic tools to treat microbial infections.
Mol Micro & Ther,BIOS218,SKILL,S1,Students will develop independent learning and self-evaluation skills.
Mol Micro & Ther,BIOS218,SKILL,S2,"Students will develop skills in reading, evaluating, and interpreting the scientific literature."
Mol Micro & Ther,BIOS218,LO,LO4,"Appraise the principles of molecular microbiology, and apply this to solve problems."
Mol Micro & Ther,BIOS218,SKILL,S1,Students will develop independent learning and self-evaluation skills.
Mol Micro & Ther,BIOS218,SKILL,S2,"Students will develop skills in reading, evaluating, and interpreting the scientific literature."
"Animal Anat, Phys & Husbandry",BIOS220,LO,LO1,"Describe structure and function of major body systems â including digestive, reproductive, locomotor and cardiovascular/respiratory."
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S1,Ethical awareness
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S2,Independent learning
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S3,Problem solving and evidence-based reasoning
"Animal Anat, Phys & Husbandry",BIOS220,LO,LO2,Apply knowledge of anatomy to discuss species specific differences which may affect health and performance.
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S1,Ethical awareness
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S2,Independent learning
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S3,Problem solving and evidence-based reasoning
"Animal Anat, Phys & Husbandry",BIOS220,LO,LO3,Describe and evaluate appropriate animal husbandry practices for a range of species.
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S1,Ethical awareness
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S2,Independent learning
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S3,Problem solving and evidence-based reasoning
"Animal Anat, Phys & Husbandry",BIOS220,LO,LO4,"Explain how husbandry practices may impact on productivity, behaviour and welfare of a range of species."
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S1,Ethical awareness
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S2,Independent learning
"Animal Anat, Phys & Husbandry",BIOS220,SKILL,S3,Problem solving and evidence-based reasoning
Animal Ecophysiology,BIOS222,LO,LO1,"Analyseâ¯relationships between animal lifestyle, increasing complexity of bodily organisation, and ability to maintain homeostasis."
Animal Ecophysiology,BIOS222,SKILL,S1,Written and oral communication
Animal Ecophysiology,BIOS222,SKILL,S2,Digital skills
Animal Ecophysiology,BIOS222,SKILL,S3,Information retrieval and review
Animal Ecophysiology,BIOS222,SKILL,S4,Critical thinking and problem solving
Animal Ecophysiology,BIOS222,LO,LO2,Evaluate integrative physiological mechanisms enabling animals to survive in potentially hostile environmental conditions.
Animal Ecophysiology,BIOS222,SKILL,S1,Written and oral communication
Animal Ecophysiology,BIOS222,SKILL,S2,Digital skills
Animal Ecophysiology,BIOS222,SKILL,S3,Information retrieval and review
Animal Ecophysiology,BIOS222,SKILL,S4,Critical thinking and problem solving
Animal Ecophysiology,BIOS222,LO,LO3,"Critically discuss major transitions in the evolution of animals, e.g. air-breathing, terrestriality, or endothermy."
Animal Ecophysiology,BIOS222,SKILL,S1,Written and oral communication
Animal Ecophysiology,BIOS222,SKILL,S2,Digital skills
Animal Ecophysiology,BIOS222,SKILL,S3,Information retrieval and review
Animal Ecophysiology,BIOS222,SKILL,S4,Critical thinking and problem solving
Animal Ecophysiology,BIOS222,LO,LO4,Evaluate and interpret data to solve problems and predict outcomes related to survival of species
Animal Ecophysiology,BIOS222,SKILL,S1,Written and oral communication
Animal Ecophysiology,BIOS222,SKILL,S2,Digital skills
Animal Ecophysiology,BIOS222,SKILL,S3,Information retrieval and review
Animal Ecophysiology,BIOS222,SKILL,S4,Critical thinking and problem solving
Research Project,BIOS301,LO,LO1,"To plan and execute a piece of scientific research, in a responsible, safe and ethical manner."
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
Research Project,BIOS301,SKILL,S3,Time management and organisational skills
Research Project,BIOS301,SKILL,S4,Problem solving and reasoning skills
Research Project,BIOS301,SKILL,S5,Ethical awareness
Research Project,BIOS301,SKILL,S6,Communication
Research Project,BIOS301,SKILL,S7,Critical thinking and problem solving - Critical analysis
Research Project,BIOS301,SKILL,S8,Comprehend and use data effectively
Research Project,BIOS301,SKILL,S9,Evidence based reasoning
Research Project,BIOS301,SKILL,S10,Independent-learning
Research Project,BIOS301,LO,LO2,"To analyse and critically evaluate data, information, literature and/or observations, and draw valid conclusions."
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
Research Project,BIOS301,SKILL,S3,Time management and organisational skills
Research Project,BIOS301,SKILL,S4,Problem solving and reasoning skills
Research Project,BIOS301,SKILL,S5,Ethical awareness
Research Project,BIOS301,SKILL,S6,Communication
Research Project,BIOS301,SKILL,S7,Critical thinking and problem solving - Critical analysis
Research Project,BIOS301,SKILL,S8,Comprehend and use data effectively
Research Project,BIOS301,SKILL,S9,Evidence based reasoning
Research Project,BIOS301,SKILL,S10,Independent-learning
Research Project,BIOS301,LO,LO3,"To appropriately communicate findings, in a variety of formats (oral, written reports) to supervisor, research staff and peers."
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
Research Project,BIOS301,SKILL,S3,Time management and organisational skills
Research Project,BIOS301,SKILL,S4,Problem solving and reasoning skills
Research Project,BIOS301,SKILL,S5,Ethical awareness
Research Project,BIOS301,SKILL,S6,Communication
Research Project,BIOS301,SKILL,S7,Critical thinking and problem solving - Critical analysis
Research Project,BIOS301,SKILL,S8,Comprehend and use data effectively
Research Project,BIOS301,SKILL,S9,Evidence based reasoning
Research Project,BIOS301,SKILL,S10,Independent-learning
Research Project,BIOS301,LO,LO4,To maintain a clear and accurate record of work and progress.
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
Research Project,BIOS301,SKILL,S3,Time management and organisational skills
Research Project,BIOS301,SKILL,S4,Problem solving and reasoning skills
Research Project,BIOS301,SKILL,S5,Ethical awareness
Research Project,BIOS301,SKILL,S6,Communication
Research Project,BIOS301,SKILL,S7,Critical thinking and problem solving - Critical analysis
Research Project,BIOS301,SKILL,S8,Comprehend and use data effectively
Research Project,BIOS301,SKILL,S9,Evidence based reasoning
Research Project,BIOS301,SKILL,S10,Independent-learning
Research Project,BIOS301,LO,LO5,To evaluate and report upon relevant scientific literature.
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
Research Project,BIOS301,SKILL,S3,Time management and organisational skills
Research Project,BIOS301,SKILL,S4,Problem solving and reasoning skills
Research Project,BIOS301,SKILL,S5,Ethical awareness
Research Project,BIOS301,SKILL,S6,Communication
Research Project,BIOS301,SKILL,S7,Critical thinking and problem solving - Critical analysis
Research Project,BIOS301,SKILL,S8,Comprehend and use data effectively
Research Project,BIOS301,SKILL,S9,Evidence based reasoning
Research Project,BIOS301,SKILL,S10,Independent-learning
Research Project,BIOS301,LO,LO6,"To evaluate own performance and working standards by reflection, and place work in a wider scientific context."
Research Project,BIOS301,SKILL,S1,Information technology
Research Project,BIOS301,SKILL,S2,Information retrieval and review
Research Project,BIOS301,SKILL,S3,Time management and organisational skills
Research Project,BIOS301,SKILL,S4,Problem solving and reasoning skills
Research Project,BIOS301,SKILL,S5,Ethical awareness
Research Project,BIOS301,SKILL,S6,Communication
Research Project,BIOS301,SKILL,S7,Critical thinking and problem solving - Critical analysis
Research Project,BIOS301,SKILL,S8,Comprehend and use data effectively
Research Project,BIOS301,SKILL,S9,Evidence based reasoning
Research Project,BIOS301,SKILL,S10,Independent-learning
Â Â Pending,Â Â Approving,LO,LO1,"Critically reflect on the development of employability skills, with reference to relevant theory."
Â Â Pending,Â Â Approving,SKILL,S1,Manage time and work to deadlines effectively.
Â Â Pending,Â Â Approving,SKILL,S2,Work effectively in groups to achieve a specific task.
Â Â Pending,Â Â Approving,SKILL,S3,Structure and communicate ideas and reflections effectively.
Â Â Pending,Â Â Approving,LO,LO2,"Recognise, express, and evidence skillset with a view to writing future job applications."
Â Â Pending,Â Â Approving,SKILL,S1,Manage time and work to deadlines effectively.
Â Â Pending,Â Â Approving,SKILL,S2,Work effectively in groups to achieve a specific task.
Â Â Pending,Â Â Approving,SKILL,S3,Structure and communicate ideas and reflections effectively.
Research Methods,BIOS303,LO,LO1,"To analyse, summarise, present and critically review evidence from scientific publications in the context of programme or cognate subject."
Research Methods,BIOS303,SKILL,S1,Scientific communication
Research Methods,BIOS303,SKILL,S2,Teamwork
Research Methods,BIOS303,SKILL,S3,Digital fluency
Research Methods,BIOS303,SKILL,S4,Critical thinking
Research Methods,BIOS303,LO,LO2,To demonstrate skills in the analysis and presentation of experimental or other data derived from selected methods relevant to the studentâs research project.
Research Methods,BIOS303,SKILL,S1,Scientific communication
Research Methods,BIOS303,SKILL,S2,Teamwork
Research Methods,BIOS303,SKILL,S3,Digital fluency
Research Methods,BIOS303,SKILL,S4,Critical thinking
Research Methods,BIOS303,LO,LO3,To demonstrate an awareness of research integrity and ethics.
Research Methods,BIOS303,SKILL,S1,Scientific communication
Research Methods,BIOS303,SKILL,S2,Teamwork
Research Methods,BIOS303,SKILL,S3,Digital fluency
Research Methods,BIOS303,SKILL,S4,Critical thinking
Â Â Approving,Â Â Pending,LO,LO1,Demonstrate the ability to select an appropriate dissection in line with their interests.
Â Â Approving,Â Â Pending,SKILL,S1,Self-directed independent learning and reflection.
Â Â Approving,Â Â Pending,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Â Â Approving,Â Â Pending,SKILL,S3,Critical Thinking.
Â Â Approving,Â Â Pending,SKILL,S4,Scientific Communication - Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Â Â Approving,Â Â Pending,SKILL,S5,Show awareness of ethical and legal constraints of working with cadaveric material.
Â Â Approving,Â Â Pending,LO,LO2,"Produce a clean multi-layered prosection with anatomical structures in situ, that clearly displays structures of their own choice (e.g., joint contents, surrounding blood vessels, peripheral nerves)."
Â Â Approving,Â Â Pending,SKILL,S1,Self-directed independent learning and reflection.
Â Â Approving,Â Â Pending,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Â Â Approving,Â Â Pending,SKILL,S3,Critical Thinking.
Â Â Approving,Â Â Pending,SKILL,S4,Scientific Communication - Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Â Â Approving,Â Â Pending,SKILL,S5,Show awareness of ethical and legal constraints of working with cadaveric material.
Â Â Approving,Â Â Pending,LO,LO3,Access and critically evaluate scientific literature in the area of anatomical sciences.
Â Â Approving,Â Â Pending,SKILL,S1,Self-directed independent learning and reflection.
Â Â Approving,Â Â Pending,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Â Â Approving,Â Â Pending,SKILL,S3,Critical Thinking.
Â Â Approving,Â Â Pending,SKILL,S4,Scientific Communication - Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Â Â Approving,Â Â Pending,SKILL,S5,Show awareness of ethical and legal constraints of working with cadaveric material.
Â Â Approving,Â Â Pending,LO,LO4,Synthesise information on current technologies and relevant fields within anatomical sciences.
Â Â Approving,Â Â Pending,SKILL,S1,Self-directed independent learning and reflection.
Â Â Approving,Â Â Pending,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Â Â Approving,Â Â Pending,SKILL,S3,Critical Thinking.
Â Â Approving,Â Â Pending,SKILL,S4,Scientific Communication - Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Â Â Approving,Â Â Pending,SKILL,S5,Show awareness of ethical and legal constraints of working with cadaveric material.
Â Â Approving,Â Â Pending,LO,LO5,Interpret the significance of anatomical variation in the contexts of health and disease.
Â Â Approving,Â Â Pending,SKILL,S1,Self-directed independent learning and reflection.
Â Â Approving,Â Â Pending,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
Â Â Approving,Â Â Pending,SKILL,S3,Critical Thinking.
Â Â Approving,Â Â Pending,SKILL,S4,Scientific Communication - Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
Â Â Approving,Â Â Pending,SKILL,S5,Show awareness of ethical and legal constraints of working with cadaveric material.
"Anatomy, Pelvis and Perineum",BIOS305,LO,LO1,"Identify relevant surface landmarks to guide the process of cadaveric examination of the abdomen, pelvis and perineum."
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S4,Work collaboratively with others in a professional environment.
"Anatomy, Pelvis and Perineum",BIOS305,LO,LO2,"Assess the musculoskeletal components of the abdomen, pelvis and perineum in relation to their passive and dynamic functions."
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S4,Work collaboratively with others in a professional environment.
"Anatomy, Pelvis and Perineum",BIOS305,LO,LO3,"Explain the gross anatomy of major organs of the abdomen, pelvis and perineum and their neurovascular supply in relation to function."
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S4,Work collaboratively with others in a professional environment.
"Anatomy, Pelvis and Perineum",BIOS305,LO,LO4,"Appraise the topographic, functional and developmental relationships between viscera of the abdomen, pelvis and perineum."
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S4,Work collaboratively with others in a professional environment.
"Anatomy, Pelvis and Perineum",BIOS305,LO,LO5,Interpret the significance of anatomical variation in the contexts of health and disease.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S4,Work collaboratively with others in a professional environment.
"Anatomy, Pelvis and Perineum",BIOS305,LO,LO6,"Evaluate the importance of anatomy in applications outside of a laboratory, including imaging studies and clinical examination."
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S1,Communicate scientific knowledge confidently to a specified audience using appropriate terminology.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S2,Perform systematic examination of human cadaveric material in a safe and professional manner.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S3,Show awareness of ethical and legal constraints of working with cadaveric material.
"Anatomy, Pelvis and Perineum",BIOS305,SKILL,S4,Work collaboratively with others in a professional environment.
Applied Biochemistry,BIOS306,LO,LO1,To critically evaluate scientific knowledge in the context of biochemistry and allied disciplines.
Applied Biochemistry,BIOS306,SKILL,S1,To use existing knowledge as a platform to acquire deeper knowledge.
Applied Biochemistry,BIOS306,SKILL,S2,Verbal communication
Applied Biochemistry,BIOS306,SKILL,S3,Independent learning
Applied Biochemistry,BIOS306,SKILL,S4,Written communication
Applied Biochemistry,BIOS306,LO,LO2,To synthesise information on topical issues within biochemistry.
Applied Biochemistry,BIOS306,SKILL,S1,To use existing knowledge as a platform to acquire deeper knowledge.
Applied Biochemistry,BIOS306,SKILL,S2,Verbal communication
Applied Biochemistry,BIOS306,SKILL,S3,Independent learning
Applied Biochemistry,BIOS306,SKILL,S4,Written communication
Applied Biochemistry,BIOS306,LO,LO3,To communicate scientific facts and data to expert audience.
Applied Biochemistry,BIOS306,SKILL,S1,To use existing knowledge as a platform to acquire deeper knowledge.
Applied Biochemistry,BIOS306,SKILL,S2,Verbal communication
Applied Biochemistry,BIOS306,SKILL,S3,Independent learning
Applied Biochemistry,BIOS306,SKILL,S4,Written communication
Applied Biochemistry,BIOS306,LO,LO4,To communicate scientific facts and data to a lay audience.
Applied Biochemistry,BIOS306,SKILL,S1,To use existing knowledge as a platform to acquire deeper knowledge.
Applied Biochemistry,BIOS306,SKILL,S2,Verbal communication
Applied Biochemistry,BIOS306,SKILL,S3,Independent learning
Applied Biochemistry,BIOS306,SKILL,S4,Written communication
Â Â Approving,Â Â Pending,LO,LO1,"Critically evaluate phenotypic behaviours of a cancer cell using knowledge of cellular functions, in order to identify possible points of therapeutic intervention."
Â Â Approving,Â Â Pending,SKILL,S1,Written communication
Â Â Approving,Â Â Pending,SKILL,S2,Critical thinking
Â Â Approving,Â Â Pending,SKILL,S3,Problem solving
Â Â Approving,Â Â Pending,SKILL,S4,Biological interpretation
Â Â Approving,Â Â Pending,LO,LO2,"Critically analyse, evaluate and align altered oncogene/tumour suppressor gene functions, DNA repair mechanisms and cellular processes to the pathological consequences for the patients."
Â Â Approving,Â Â Pending,SKILL,S1,Written communication
Â Â Approving,Â Â Pending,SKILL,S2,Critical thinking
Â Â Approving,Â Â Pending,SKILL,S3,Problem solving
Â Â Approving,Â Â Pending,SKILL,S4,Biological interpretation
Â Â Approving,Â Â Pending,LO,LO3,Understand the role of cell-autonomous and non-cell-autonomous mechanisms in cancer development.
Â Â Approving,Â Â Pending,SKILL,S1,Written communication
Â Â Approving,Â Â Pending,SKILL,S2,Critical thinking
Â Â Approving,Â Â Pending,SKILL,S3,Problem solving
Â Â Approving,Â Â Pending,SKILL,S4,Biological interpretation
Â Â Approving,Â Â Pending,LO,LO4,Critically appraise discovery pathways for new diagnostic and prognostic cancer biomarkers.
Â Â Approving,Â Â Pending,SKILL,S1,Written communication
Â Â Approving,Â Â Pending,SKILL,S2,Critical thinking
Â Â Approving,Â Â Pending,SKILL,S3,Problem solving
Â Â Approving,Â Â Pending,SKILL,S4,Biological interpretation
Â Â Approving,Â Â Pending,LO,LO5,Analyse signalling pathways likely to become novel therapeutic targets in the near future.
Â Â Approving,Â Â Pending,SKILL,S1,Written communication
Â Â Approving,Â Â Pending,SKILL,S2,Critical thinking
Â Â Approving,Â Â Pending,SKILL,S3,Problem solving
Â Â Approving,Â Â Pending,SKILL,S4,Biological interpretation
Applied Biological Sciences,BIOS308,LO,LO1,To evaluate major biological problems facing the modern world and a scientistâs role in mitigating/solving these problems.
Applied Biological Sciences,BIOS308,SKILL,S1,Critical analysis
Applied Biological Sciences,BIOS308,SKILL,S2,Communication to lay and professional audiences
Applied Biological Sciences,BIOS308,SKILL,S3,Information gathering and synthesis
Applied Biological Sciences,BIOS308,LO,LO2,To assess and critically evaluate scientific and non-scientific information pertinent to contemporary issues in biological sciences.
Applied Biological Sciences,BIOS308,SKILL,S1,Critical analysis
Applied Biological Sciences,BIOS308,SKILL,S2,Communication to lay and professional audiences
Applied Biological Sciences,BIOS308,SKILL,S3,Information gathering and synthesis
Applied Biological Sciences,BIOS308,LO,LO3,To communicate findings via various media and to varied audiences.
Applied Biological Sciences,BIOS308,SKILL,S1,Critical analysis
Applied Biological Sciences,BIOS308,SKILL,S2,Communication to lay and professional audiences
Applied Biological Sciences,BIOS308,SKILL,S3,Information gathering and synthesis
Applied Biological Sciences,BIOS308,LO,LO4,To develop high-level analytical skills and apply them to a complex problem to generate solutions.
Applied Biological Sciences,BIOS308,SKILL,S1,Critical analysis
Applied Biological Sciences,BIOS308,SKILL,S2,Communication to lay and professional audiences
Applied Biological Sciences,BIOS308,SKILL,S3,Information gathering and synthesis
Applied Biological Sciences,BIOS308,LO,LO5,"To plan, run and produce a consultancy report on a topic in biological and biomedical sciences."
Applied Biological Sciences,BIOS308,SKILL,S1,Critical analysis
Applied Biological Sciences,BIOS308,SKILL,S2,Communication to lay and professional audiences
Applied Biological Sciences,BIOS308,SKILL,S3,Information gathering and synthesis
Applied Biological Sciences,BIOS308,LO,LO6,"To develop professional teamwork skills in the context of solving complex, multi-faceted problems."
Applied Biological Sciences,BIOS308,SKILL,S1,Critical analysis
Applied Biological Sciences,BIOS308,SKILL,S2,Communication to lay and professional audiences
Applied Biological Sciences,BIOS308,SKILL,S3,Information gathering and synthesis
Molecular Systems Biology,BIOS309,LO,LO1,Assess the fundamental molecular systems biology concepts and techniques that allow life systems to be explained at the molecular level.
Molecular Systems Biology,BIOS309,SKILL,S1,Written communication.
Molecular Systems Biology,BIOS309,SKILL,S2,Comprehend and use data effectively.
Molecular Systems Biology,BIOS309,SKILL,S3,Critical thinking and problem solving.
Molecular Systems Biology,BIOS309,LO,LO2,Examine and visualise âomics data to give insights in biological processes at scales ranging from signalling pathways to whole organisms.
Molecular Systems Biology,BIOS309,SKILL,S1,Written communication.
Molecular Systems Biology,BIOS309,SKILL,S2,Comprehend and use data effectively.
Molecular Systems Biology,BIOS309,SKILL,S3,Critical thinking and problem solving.
Molecular Systems Biology,BIOS309,LO,LO3,Critically evaluate the principles of molecular systems biology and apply this to solve problems in biological science.
Molecular Systems Biology,BIOS309,SKILL,S1,Written communication.
Molecular Systems Biology,BIOS309,SKILL,S2,Comprehend and use data effectively.
Molecular Systems Biology,BIOS309,SKILL,S3,Critical thinking and problem solving.
Applied Biomedical Sciences,BIOS310,LO,LO1,"Critically evaluate some of the major health challenges facing the local, national and international communities and a biomedical scientistâs role in mitigating/ seeking a solution, appreciating the bigger picture."
Applied Biomedical Sciences,BIOS310,SKILL,S1,To develop high-level analytical skills and apply them to a complex problem to generate recommendations and possible solutions.
Applied Biomedical Sciences,BIOS310,SKILL,S2,To communicate clearly using a range of media to a variety of audiences.
Applied Biomedical Sciences,BIOS310,SKILL,S3,"To develop professional teamwork skills as related to solving complex, multi-faceted problems."
Applied Biomedical Sciences,BIOS310,SKILL,S4,Global citizenship
Applied Biomedical Sciences,BIOS310,LO,LO2,Access and critically evaluate scientific and non-scientific information pertinent to contemporary health challenges.
Applied Biomedical Sciences,BIOS310,SKILL,S1,To develop high-level analytical skills and apply them to a complex problem to generate recommendations and possible solutions.
Applied Biomedical Sciences,BIOS310,SKILL,S2,To communicate clearly using a range of media to a variety of audiences.
Applied Biomedical Sciences,BIOS310,SKILL,S3,"To develop professional teamwork skills as related to solving complex, multi-faceted problems."
Applied Biomedical Sciences,BIOS310,SKILL,S4,Global citizenship
Applied Biomedical Sciences,BIOS310,LO,LO3,"Conceptualise, develop and deliver a consultancy report on a health challenge from the perspective of a biomedical scientist."
Applied Biomedical Sciences,BIOS310,SKILL,S1,To develop high-level analytical skills and apply them to a complex problem to generate recommendations and possible solutions.
Applied Biomedical Sciences,BIOS310,SKILL,S2,To communicate clearly using a range of media to a variety of audiences.
Applied Biomedical Sciences,BIOS310,SKILL,S3,"To develop professional teamwork skills as related to solving complex, multi-faceted problems."
Applied Biomedical Sciences,BIOS310,SKILL,S4,Global citizenship
Structural Biology,BIOS311,LO,LO1,Assess the fundamental structural biology concepts and techniques that allow life to be explained at the molecular level.
Structural Biology,BIOS311,SKILL,S1,Written communication.
Structural Biology,BIOS311,SKILL,S2,Comprehend and use data effectively.
Structural Biology,BIOS311,SKILL,S3,Critical thinking and problem solving.
Structural Biology,BIOS311,LO,LO2,Examine and visualise structural biology data to give insights in biological processes.
Structural Biology,BIOS311,SKILL,S1,Written communication.
Structural Biology,BIOS311,SKILL,S2,Comprehend and use data effectively.
Structural Biology,BIOS311,SKILL,S3,Critical thinking and problem solving.
Structural Biology,BIOS311,LO,LO3,Critically evaluate the principles of structural biology and apply this to solve problems in biological science.
Structural Biology,BIOS311,SKILL,S1,Written communication.
Structural Biology,BIOS311,SKILL,S2,Comprehend and use data effectively.
Structural Biology,BIOS311,SKILL,S3,Critical thinking and problem solving.
Bioveterinary Innovation,BIOS312,LO,LO1,Gain project management skills in the context of business planning.
Bioveterinary Innovation,BIOS312,SKILL,S1,Digital skills
Bioveterinary Innovation,BIOS312,SKILL,S2,Commercial awareness
Bioveterinary Innovation,BIOS312,SKILL,S3,Global citizenship
Bioveterinary Innovation,BIOS312,LO,LO2,Work as a team effectively to develop a product.
Bioveterinary Innovation,BIOS312,SKILL,S1,Digital skills
Bioveterinary Innovation,BIOS312,SKILL,S2,Commercial awareness
Bioveterinary Innovation,BIOS312,SKILL,S3,Global citizenship
